1P3OB40N9E4200722,79866,30,1.274584725,1.434898978,0.356701282,71,1
1FA7R35TJO1377485,19081,21,2.214615006,1.597812133,0.674233739,82,0
4V56LNL9136030078,46210,26,2.495350278,1.403168611,0.274281987,87,0
SBMQ4C31O96485299,89704,57,1.542984611,0.943493341,0.586622151,20,0
1YV94MLQCI9408955,33302,56,2.487349612,0.612482663,0.536056626,66,2
ZAMSR9J0UD3748817,59678,30,1.264694513,1.323711617,0.612898068,8,2
1D32QTL1061216756,7853,28,1.826262435,1.656990533,0.559735602,50,0
1G41P1EHCQ3028471,10297,34,1.259799079,1.055707871,0.488905863,23,2
1FDG74KVAT3417184,89529,52,2.070789783,0.638597742,0.720336699,8,2
4JG4QSR0PR2691004,91388,27,2.103179847,1.068373933,0.250762593,65,0
1FDD21HUIR7404914,66320,33,1.475662905,1.413486836,0.64725881,16,0
4FQATTDMO4216283,41949,34,1.898225116,0.631971927,0.413241448,81,2
5TR8O39M39516792,92184,36,2.299354499,1.28990429,0.532639529,70,1
1G6FN96U4F6349288,50380,38,1.109859468,1.562259499,0.296187249,83,1
ZFFC8GNS9R5083570,87124,17,1.736114817,1.094634748,0.404449379,25,0
5YJR0I4GA63047791,41811,32,1.397697131,1.199870314,0.663129574,30,0
ZFAOJ3VKOE7331677,40094,43,2.194595604,0.88096772,0.579037456,68,1
WAGOHCCGEE0650684,26026,5,1.288396163,1.054658175,0.545340452,34,0
4V11HEPB658003595,74063,8,2.037831322,1.547836074,0.472205054,60,1
1FT6CLVIQT6024979,60609,55,2.477866562,0.840127268,0.533753118,82,0
1FD12MUEIP5348585,34505,11,1.044360909,1.267141552,0.360457812,71,2
WAGL9UF5SR4711802,77745,18,1.443524815,0.706953757,0.47610473,10,0
1GYD8G72089910128,68044,27,1.709061816,0.771199309,0.371489167,72,0
1VW944IACB3419859,17354,17,1.005633284,1.175350013,0.460210728,76,0
SCBJDMRBBJ1985631,2160,11,1.103506568,1.503810841,0.286917799,3,0
4V6PPTCK4E6615904,77159,21,2.420176612,0.703184846,0.464315009,9,1
2V8VIHK21D6087320,44970,36,2.373732032,1.512213712,0.442784554,11,0
1LC6J3JTP1805526,8654,8,1.399865489,0.518497579,0.292117563,48,1
1GMORB1A892013858,65025,13,1.830147229,1.588686208,0.395571229,45,0
2HKBIKDVBD2485823,16705,34,2.427768717,0.981669093,0.288130978,65,0
4V35VENG2K8115377,93949,29,1.163011772,1.060086926,0.277963913,63,2
4V5GR6UNBI5080817,45565,6,2.020885984,1.276433777,0.597169145,34,2
4T3JJ453L0503954,78280,49,2.215082923,1.167708157,0.699252592,32,0
1FMOK6P5AM9814175,12659,29,2.332288309,1.549755657,0.731115105,59,1
ZAM12O6UDA1656946,65329,21,1.027703376,1.415502852,0.278656627,45,0
3P3BERHC949217352,39321,20,1.868937721,1.006398776,0.335605345,14,0
3C4CJISJ799446783,47946,26,1.352470463,0.580205414,0.351544259,53,0
4VL48I6MAT9974106,4472,5,2.209182566,1.653180596,0.426765462,1,2
4V31NQHEOA4485660,11886,33,2.347239672,1.5269617,0.738393001,30,2
2GEQLJEE72123916,61862,8,2.409157069,0.843059931,0.681144677,55,0
WP143E35UT4386373,913,49,1.128511516,0.783422183,0.641146079,1,0
WAGA9CU9CF5740509,66234,16,2.03986188,1.493598381,0.542874694,43,1
2G2VBN1MC07652788,50103,25,1.079959706,1.419695432,0.706938126,62,1
4T966DV129105936,39791,41,1.62146328,1.722313428,0.538078071,20,1
2GHMVES6K5648989,30657,39,2.046811689,1.709344277,0.488607029,41,2
3P3SFOQKEO8161564,1822,32,2.386938453,1.369373471,0.395749198,14,2
5L5UTFTOP4770603,35564,6,1.690440679,1.632938978,0.608685327,83,2
4VLJU7AJU73110873,66872,32,2.355797512,0.987953361,0.304067954,31,0
SARBGM438J9706460,86793,5,1.937464042,1.260147376,0.636211038,9,1
2G3JFB0ELF5607939,72749,37,1.310947944,1.550028181,0.626187032,37,2
2MICQ6KMJ8253499,17358,30,1.161187687,0.640146683,0.477467954,25,0
1C66OCNNKE2381310,27035,17,1.287070625,1.645348831,0.703110269,19,2
5FQ6LBLFG6555311,63699,37,1.058604512,1.660581611,0.503732577,72,2
1VW4B0HQU39049805,15010,27,2.11171922,1.538394079,0.401901544,85,0
2C332IP46K2154998,22562,22,2.397041853,1.527669485,0.25769064,81,0
2FTP3MUVKT7978174,96928,55,1.732957017,1.355434145,0.40146316,19,2
1GMRKCHD3F9671620,13437,21,2.489390357,1.462492326,0.643442215,69,1
WP1FNF0BT56294008,74252,37,1.287934321,1.253704011,0.327075413,47,2
4V17VFP9K05816920,76173,45,1.196319544,0.843080063,0.746606125,10,1
1D315ILFVI1169977,49693,12,1.71143998,0.504581227,0.37356654,40,1
2G4492679G6881185,59457,17,2.350717521,1.145539584,0.414511856,67,1
5FQP9054A2775398,44160,34,1.060613173,1.74594263,0.407784348,61,1
1YV28KLOU38213666,83454,45,1.588936603,1.219404686,0.700518253,86,2
SAJIGV6E2P5377880,30918,20,1.506095105,0.544659045,0.396577232,85,1
3HNTH1C675948456,22703,22,1.291610644,1.349376686,0.715019379,18,0
4V3QODJ4776174295,57598,24,1.481807924,0.836754934,0.712551398,17,2
1D39NEDCNR5646208,74602,48,2.460536921,1.055187262,0.254631558,40,0
2P33C4RRC94278523,10066,58,1.425003051,1.480065358,0.576689888,75,1
1FMLBE538U2169323,3740,9,1.635614885,1.352227915,0.547071325,39,0
2G1O1IIP5S8091717,8829,10,1.434930974,1.495260716,0.677253985,66,2
1B35EI5ATH0630060,44914,30,1.935803544,1.058787621,0.663462472,23,2
1G689M9BPO2438996,6507,59,1.125614287,1.408423963,0.692533957,63,0
4JGG90GBDK8135820,34515,29,2.031659113,0.513386549,0.54295039,75,1
ZFADKKQUD63462078,47509,24,1.293786412,1.691061796,0.581542115,55,2
2FM16LN3493418156,12416,7,1.512492527,0.744358263,0.327759567,47,2
WDCIMQCHJO4260959,47056,56,1.441728213,1.551564936,0.539323275,13,0
1LLO2PB4F1423075,10889,8,2.360145965,0.607845291,0.676266036,56,1
